# Data Section
set PAISES := ARGENTINA URUGUAY CHILE BRASIL PARAGUAY PERU BOLIVIA ECUADOR COLOMBIA PANAMA COSTA_RICA NICARAGUA GUATEMALA REPUBLICA_DOMINICANA PUERTO_RICO MEXICO ESTADOS_UNIDOS CANADA PORTUGAL ESPANA FRANCIA REINO_UNIDO IRLANDA BELGICA PAISES_BAJOS ALEMANIA SUIZA AUSTRIA ITALIA HUNGRIA BULGARIA GRECIA ISLANDIA DINAMARCA NORUEGA SUECIA FINLANDIA TURQUIA EGIPTO MARRUECOS ARGELIA LIBIA SUDAFRICA ARABIA_SAUDITA ISRAEL EMIRATOS_ARABES_UNIDOS OMAN VIETNAM SINGAPUR MALASIA INDONESIA FILIPINAS COREA_DEL_SUR TAIWAN JAPON CHINA AUSTRALIA NUEVA_ZELANDA;
param AYUDA_DISPONIBLE :=
ARGENTINA 75
URUGUAY 55
CHILE 76
BRASIL 122
PARAGUAY 50
PERU 49
BOLIVIA 45
ECUADOR 60
COLOMBIA 65
PANAMA 90
COSTA_RICA 70
NICARAGUA 75
GUATEMALA 65
REPUBLICA_DOMINICANA 50
PUERTO_RICO 66
MEXICO 110
ESTADOS_UNIDOS 1200
CANADA 1100
PORTUGAL 220
ESPANA 230
FRANCIA 280
REINO_UNIDO 320
IRLANDA 240
BELGICA 260
PAISES_BAJOS 540
ALEMANIA 990
SUIZA 310
AUSTRIA 300
ITALIA 415
HUNGRIA 146
BULGARIA 114
GRECIA 190
ISLANDIA 238
DINAMARCA 445
NORUEGA 788
SUECIA 651
FINLANDIA 686
TURQUIA 240
EGIPTO 215
MARRUECOS 95
ARGELIA 80
LIBIA 82
SUDAFRICA 220
ARABIA_SAUDITA 420
ISRAEL 450
EMIRATOS_ARABES_UNIDOS 870
OMAN 115
VIETNAM 120
SINGAPUR 210
MALASIA 232
INDONESIA 220
FILIPINAS 188
COREA_DEL_SUR 285
TAIWAN 344
JAPON 638
CHINA 741
AUSTRALIA 300
NUEVA_ZELANDA 120;

set CENTROS := SAN_PABLO PANAMA BOGOTA NUEVA_YORK MIAMI AMSTERDAM LONDRES ROMA ESTAMBUL HAIFA TOKIO TAIPEI;
set MEDIOS := AIRE 	TIERRA 	MAR;

param CAPACIDAD_CENTROS: AIRE TIERRA MAR :=
SAN_PABLO 1800 900 700
PANAMA 1500 850 1200
BOGOTA 700 500 900
NUEVA_YORK 1500 900 2100
MIAMI 1100 950 1000
AMSTERDAM 600 750 1500
LONDRES 800 900 1000
ROMA 900 400 1000
ESTAMBUL 1100 500 800
HAIFA 800 750 800
TOKIO 1500 0 1800
TAIPEI 1400 0 2100;

set DESTINOS := VARSOVIA BRATISLAVA BUCAREST;

param CAPACIDAD_DESTINOS: AIRE TIERRA MAR :=
VARSOVIA 3300 3500 0
BRATISLAVA 1900 2100 0
BUCAREST 2700 2700 0;

param COSTO_PAISES_SAN_PABLO: AIRE TIERRA MAR :=
ARGENTINA 227 336 150 
URUGUAY 226 371 142 
CHILE 160 251 104 
BRASIL 2000000 2000000 2000000 
PARAGUAY 284 452 193 
PERU 339 556 173 
BOLIVIA 294 459 150 
ECUADOR 477 692 320 
COLOMBIA 292 470 169 
PANAMA 441 2000000 141 
COSTA_RICA 461 2000000 318 
NICARAGUA 711 2000000 348 
GUATEMALA 406 2000000 268 
REPUBLICA_DOMINICANA 386 2000000 205 
PUERTO_RICO 398 2000000 227 
MEXICO 425 2000000 187 
ESTADOS_UNIDOS 378 2000000 242 
CANADA 424 2000000 254 
PORTUGAL 2000000 2000000 2000000 
ESPANA 2000000 2000000 2000000 
FRANCIA 2000000 2000000 2000000 
REINO_UNIDO 331 2000000 225 
IRLANDA 2000000 2000000 2000000 
BELGICA 2000000 2000000 2000000 
PAISES_BAJOS 326 2000000 114 
ALEMANIA 2000000 2000000 2000000 
SUIZA 2000000 2000000 2000000 
AUSTRIA 2000000 2000000 2000000 
ITALIA 280 2000000 87 
HUNGRIA 2000000 2000000 2000000 
BULGARIA 2000000 2000000 2000000 
GRECIA 2000000 2000000 2000000 
ISLANDIA 2000000 2000000 2000000 
DINAMARCA 2000000 2000000 2000000 
NORUEGA 2000000 2000000 2000000 
SUECIA 2000000 2000000 2000000 
FINLANDIA 2000000 2000000 2000000 
TURQUIA 348 2000000 212 
EGIPTO 2000000 2000000 2000000 
MARRUECOS 2000000 2000000 2000000 
ARGELIA 2000000 2000000 2000000 
LIBIA 2000000 2000000 2000000 
SUDAFRICA 606 2000000 382 
ARABIA_SAUDITA 2000000 2000000 2000000 
ISRAEL 430 2000000 138 
EMIRATOS_ARABES_UNIDOS 2000000 2000000 2000000 
OMAN 2000000 2000000 2000000 
VIETNAM 2000000 2000000 2000000 
SINGAPUR 2000000 2000000 2000000 
MALASIA 2000000 2000000 2000000 
INDONESIA 2000000 2000000 2000000 
FILIPINAS 2000000 2000000 2000000 
COREA_DEL_SUR 2000000 2000000 2000000 
TAIWAN 884 2000000 601 
JAPON 638 2000000 255 
CHINA 2000000 2000000 2000000 
AUSTRALIA 2000000 2000000 2000000 
NUEVA_ZELANDA 2000000 2000000 2000000 ;

param COSTO_PAISES_PANAMA: AIRE TIERRA MAR := 
ARGENTINA 684 2000000 308 
URUGUAY 515 2000000 340 
CHILE 192 2000000 115 
BRASIL 580 2000000 307 
PARAGUAY 323 2000000 116 
PERU 186 2000000 87 
BOLIVIA 326 2000000 121 
ECUADOR 150 2000000 77 
COLOMBIA 81 2000000 52 
PANAMA 2000000 2000000 2000000 
COSTA_RICA 81 132 25 
NICARAGUA 309 488 216 
GUATEMALA 168 260 94 
REPUBLICA_DOMINICANA 172 2000000 120 
PUERTO_RICO 112 2000000 68 
MEXICO 150 2000000 83 
ESTADOS_UNIDOS 106 2000000 52 
CANADA 188 2000000 71 
PORTUGAL 2000000 2000000 2000000 
ESPANA 2000000 2000000 2000000 
FRANCIA 2000000 2000000 2000000 
REINO_UNIDO 446 2000000 134 
IRLANDA 2000000 2000000 2000000 
BELGICA 2000000 2000000 2000000 
PAISES_BAJOS 376 2000000 263 
ALEMANIA 2000000 2000000 2000000 
SUIZA 2000000 2000000 2000000 
AUSTRIA 2000000 2000000 2000000 
ITALIA 297 2000000 107 
HUNGRIA 2000000 2000000 2000000 
BULGARIA 2000000 2000000 2000000 
GRECIA 2000000 2000000 2000000 
ISLANDIA 2000000 2000000 2000000 
DINAMARCA 2000000 2000000 2000000 
NORUEGA 2000000 2000000 2000000 
SUECIA 2000000 2000000 2000000 
FINLANDIA 2000000 2000000 2000000 
TURQUIA 435 2000000 161 
EGIPTO 2000000 2000000 2000000 
MARRUECOS 2000000 2000000 2000000 
ARGELIA 2000000 2000000 2000000 
LIBIA 2000000 2000000 2000000 
SUDAFRICA 2000000 2000000 2000000 
ARABIA_SAUDITA 2000000 2000000 2000000 
ISRAEL 386 2000000 131 
EMIRATOS_ARABES_UNIDOS 2000000 2000000 2000000 
OMAN 2000000 2000000 2000000 
VIETNAM 2000000 2000000 2000000 
SINGAPUR 2000000 2000000 2000000 
MALASIA 2000000 2000000 2000000 
INDONESIA 2000000 2000000 2000000 
FILIPINAS 2000000 2000000 2000000 
COREA_DEL_SUR 2000000 2000000 2000000 
TAIWAN 871 2000000 357 
JAPON 642 2000000 218 
CHINA 2000000 2000000 2000000 
AUSTRALIA 819 2000000 516 
NUEVA_ZELANDA 1044 2000000 720;

param COSTO_PAISES_BOGOTA: AIRE TIERRA MAR :=
ARGENTINA 376 594 248
URUGUAY 429 669 253 
CHILE 243 379 75 
BRASIL 351 516 211 
PARAGUAY 309 501 136 
PERU 90 145 27 
BOLIVIA 307 497 200 
ECUADOR 156 242 75 
COLOMBIA 2000000 2000000 2000000 
PANAMA 73 2000000 36 
COSTA_RICA 69 2000000 32 
NICARAGUA 309 2000000 145 
GUATEMALA 159 2000000 95 
REPUBLICA_DOMINICANA 131 2000000 59 
PUERTO_RICO 98 2000000 61 
MEXICO 116 2000000 81 
ESTADOS_UNIDOS 59 2000000 24 
CANADA 136 2000000 53 
PORTUGAL 2000000 2000000 2000000 
ESPANA 2000000 2000000 2000000 
FRANCIA 2000000 2000000 2000000 
REINO_UNIDO 394 2000000 162 
IRLANDA 2000000 2000000 2000000 
BELGICA 2000000 2000000 2000000 
PAISES_BAJOS 316 2000000 177 
ALEMANIA 2000000 2000000 2000000 
SUIZA 2000000 2000000 2000000 
AUSTRIA 2000000 2000000 2000000 
ITALIA 298 2000000 149 
HUNGRIA 2000000 2000000 2000000 
BULGARIA 2000000 2000000 2000000 
GRECIA 2000000 2000000 2000000 
ISLANDIA 2000000 2000000 2000000 
DINAMARCA 2000000 2000000 2000000 
NORUEGA 2000000 2000000 2000000 
SUECIA 2000000 2000000 2000000 
FINLANDIA 2000000 2000000 2000000 
TURQUIA 472 2000000 307 
EGIPTO 2000000 2000000 2000000 
MARRUECOS 2000000 2000000 2000000 
ARGELIA 2000000 2000000 2000000 
LIBIA 2000000 2000000 2000000 
SUDAFRICA 2000000 2000000 2000000 
ARABIA_SAUDITA 2000000 2000000 2000000 
ISRAEL 436 2000000 205 
EMIRATOS_ARABES_UNIDOS 2000000 2000000 2000000 
OMAN 2000000 2000000 2000000 
VIETNAM 2000000 2000000 2000000 
SINGAPUR 2000000 2000000 2000000 
MALASIA 2000000 2000000 2000000 
INDONESIA 2000000 2000000 2000000 
FILIPINAS 2000000 2000000 2000000 
COREA_DEL_SUR 2000000 2000000 2000000 
TAIWAN 794 2000000 524 
JAPON 569 2000000 307 
CHINA 2000000 2000000 2000000 
AUSTRALIA 2000000 2000000 2000000 
NUEVA_ZELANDA 2000000 2000000 2000000;


param COSTO_PAISES_NUEVA_YORK: AIRE TIERRA MAR := 
ARGENTINA 910 2000000 282 
URUGUAY 681 2000000 238 
CHILE 539 2000000 286 
BRASIL 714 2000000 386 
PARAGUAY 741 2000000 230 
PERU 49 2000000 28 
BOLIVIA 525 2000000 215 
ECUADOR 285 2000000 157 
COLOMBIA 246 2000000 98 
PANAMA 170 253 87 
COSTA_RICA 185 287 98 
NICARAGUA 546 890 339 
GUATEMALA 137 214 95 
